what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.moveLineDown",1331844893889
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1331844897668
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331844898500
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1331844912477
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1331844914915
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331844915852
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331844921968
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331844939751
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1331844962618
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1331844980208
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1331844982609
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331844993987
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331844995975
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331845003349
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331845007169
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331845012768
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331845019339
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331845023693
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331845029796
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331845037549
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331845040449
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331845042934
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331845065871
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331845070952
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331845082920
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331845103267
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.copyLineDown",1331845113065
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.moveLineDown",1331845114070
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.moveLineDown",1331845114350
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.moveLineDown",1331845114608
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.moveLineUp",1331845115087
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.moveLineUp",1331845115348
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.moveLineDown",1331845115822
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331845135176
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1331845146112
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1331845149421
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331845166562
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331845168266
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1331845168449
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331845169253
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331845172670
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331845184217
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.copyLineDown",1331845186978
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1331845197862
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1331845198538
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331845199053
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331845206268
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331845208617
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331845243537
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331845248811
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331845256937
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331845265748
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331845267374
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331845284157
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1331845287499
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1331845292536
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331845292811
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331845294345
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331845297165
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1331845297946
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331845298581
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331845300660
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331845311186
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331845318098
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331845320269
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331845328058
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1331845330533
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1331845331978
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331845334261
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331845400454
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331845406493
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331845418984
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331845472645
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1331845478788
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1331845482113
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1331845485905
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331845490284
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331845491750
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1331845491825
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1331845491863
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331845493775
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331845495066
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1331845495133
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1331845495202
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1331845497967
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1331845502167
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1331845502579
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1331845503356
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1331845503866
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1331845503966
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1331845508152
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331845508654
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331845518084
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1331845522416
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1331845545756
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331845552758
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331845560322
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1331845565084
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1331845566698
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1331845566698
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1331845568119
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1331845568120
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1331845576492
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1331845576549
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1331845611188
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1331845618074
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1331845619502
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331845624674
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331845630683
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1331845640520
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1331845642996
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331845644342
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1331845651921
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331845667426
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331846011838
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1331846011868
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1331846016369
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331846022248
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331846033962
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1331846033992
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ResourceNavigator",1331846038836
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ResourceNavigator",1331846038869
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.views.showView",1331846038869
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1331846040649
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ResourceNavigator",1331846041324
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1331846049617
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331846054417
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1331846057683
error,log,,,"Premature end of file.",1331846057790
opened,editor,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui.siteEditor",1331846058481
activated,editor,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui.siteEditor",1331846058616
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331846058649
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1331846064324
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331846065410
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331846066881
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331846067490
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331846068674
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331846082670
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1331846086350
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.moveLineUp",1331846100488
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.moveLineUp",1331846100664
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.moveLineUp",1331846100840
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1331846103771
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1331846104763
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331846105492
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331846123134
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1331846126889
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1331846128597
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1331846128898
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1331846130204
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1331846130595
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.moveLineUp",1331846132241
no handler,command,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui.edit.text.format",1331846134514
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331846136114
no handler,command,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui.edit.text.format",1331846136746
no handler,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.commands.ForceReturn",1331846137229
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331846139395
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ResourceNavigator",1331846146179
activated,editor,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui.siteEditor",1331846149147
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1331846149334
closed,editor,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui.siteEditor",1331846149335
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ResourceNavigator",1331846154242
started,bundle,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui",1331846157019
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331846157354
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331846160512
opened,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1331846160750
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1331846160805
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1331846176852
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331846177112
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331846179303
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331846397700
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ResourceNavigator",1331846400246
started,bundle,org.eclipse.m2e.editor,1.0.100.20110804-1717,"org.eclipse.m2e.editor",1331846400633
started,bundle,org.eclipse.jst.jee,1.0.402.v201202021530,"org.eclipse.jst.jee",1331846401172
started,bundle,org.eclipse.wst.html.core,1.1.502.v201202091936,"org.eclipse.wst.html.core",1331846401523
started,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1331846401918
started,bundle,org.eclipse.wst.xsl.ui,1.1.200.v201103082057,"org.eclipse.wst.xsl.ui",1331846402037
started,bundle,org.eclipse.wst.xsl.core,1.1.100.v201102270516,"org.eclipse.wst.xsl.core",1331846402179
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1331846402199
started,bundle,org.eclipse.wst.xsd.core,1.1.600.v201104070312,"org.eclipse.wst.xsd.core",1331846402617
started,bundle,org.eclipse.xsd,2.7.1.v20120130-0943,"org.eclipse.xsd",1331846402669
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1331846402808
started,bundle,org.eclipse.jem.workbench,2.0.400.v201104251400,"org.eclipse.jem.workbench",1331846404263
opened,editor,org.eclipse.m2e.editor,1.0.100.20110804-1717,"org.eclipse.m2e.editor.MavenPomEditor",1331846405321
activated,editor,org.eclipse.m2e.editor,1.0.100.20110804-1717,"org.eclipse.m2e.editor.MavenPomEditor",1331846405650
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1331846411289
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331846413315
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331846423850
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331846427436
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331846460710
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331846487397
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331846494588
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331846531648
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.copyLineDown",1331846542749
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.copyLineDown",1331846543146
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.delete.line",1331846548948
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331846549309
started,bundle,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.ui",1331846553068
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331846553153
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1331846603517
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1331846608016
